label,text,source
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,uci
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,uci
spam,ascertain out choose your babe videos @ sms.shsex.netun fgkslpopw fgkslpo,llm_balanced
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,uci
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",uci
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",uci
ham,Ok lor thanx... ÌÏ in school?,uci
spam,"suffice you ever observe that when you're driving, anyone survive slower than you is an idiot and everyone driving faster than you is a maniac?",llm_balanced
spam,ur going 2 bahamas! callfreefone 08081560665 and speak to a live operator to take either bahamas cruise ofÂ£2000 cash 18+only. to opt out txt x to 07786200117,llm_balanced
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",uci
spam,you will exist receiving this week's triple echo ringtone shortly. enjoy it!,llm_balanced
ham,"Sorry, I'll call later in night",mishra_soni
spam,claire here embody havin borin time & embody now alone u wanna cum over 2nite? chat now 09099725823 hope 2 c u luv claire xx callsÂ£1/minmoremobsemspobox45po139wa,llm_balanced
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,uci
spam,"orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9996. offer cease 14thmarch. t&c's apply. opt-out availa",llm_balanced
ham,Thanks for looking out for me. I really appreciate.,uci
spam,we prove to call you re your reply to our sms for a video mobile 750 mins unlimited text + free camcorder reply of call 08000930705 now,llm_balanced
spam,no. 1 nokia tone 4 ur mob every week! just txt nok to 87021. 1st tone free ! so experience txtin now and enjoin ur friends. 150p/tone. 16 reply hl 4info,llm_balanced
spam,"thanks for your ringtone order, reference number x29. your mobile will embody charged 4.50. should your tone not arrive please call customer services 09065989180",llm_balanced
ham,Its a great day. Do have yourself a beautiful one.,uci
spam,todays voda numbers ending 7548 exist selected to find a $350 award. if you ingest a match please call 08712300220 quoting claim code 4041 standard rates app,llm_balanced
spam,advance urgent! your mobile number has been awarded with a Â£2000 prize guaranteed call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,llm_balanced
spam,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.7,00,000 prize GUARANTEED. Call 7679046492. Claim Code L92 Valid 12hrs only.",mishra_soni
ham,"It's fine, imma get a drink or somethin. Want me to come find you?",uci
spam,hello. we demand some posh birds and chaps to user trial prods for champneys. can i lay you down? i ask your address and dob asap. ta r,llm_balanced
spam,free entry in 2 a wkly comp to advance fa cup final tkts 21st may 2005. text fa to 87121 to find entry question(std txt rate)t&c's apply 08452810075over18's,llm_balanced
ham,how's things? Just a quick question.,mishra_soni
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",uci
ham,Ok lor thanx... Ã in school?,mishra_soni
spam,u experience a secret admirer who embody attend 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 0906517113-stopsms-08,llm_balanced
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",uci
spam,do you need a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,llm_balanced
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,uci
spam,the current precede bid embody 151. to pause this auction send out. customer care: 08718726270,llm_balanced
spam,todays vodafone numbers finish with 0089(my last four digits) exist choose to received a Â£350 award. if your number matches delight call 09063442151 to exact your Â£350 award,llm_balanced
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow for sure..,mishra_soni
ham,"Wat time liao, where still got.",uci
spam,freemsg today's the day if you exist ready! i'm horny & exist in your town. i fuck sex fun & games! netcollex ltd 08700621170150p per msg,llm_balanced
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,uci
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",uci
ham,Oh god..taken the teeth?is it paining,uci
spam,free entry in 2 a weekly comp for a chance to advance an ipod. txt pod to 80182 to get entry (std txt rate) t&c's apply 08452810073 for details 18+,llm_balanced
spam,"as a valued customer, i embody please to advise you that succeed recent review of your mob no. you exist present with a Â£1500 bonus prize, call 09066364589",llm_balanced
spam,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,uci
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com,mishra_soni
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,uci
ham,No no. I will check all rooms befor activities,uci
spam,your b4u voucher w/c 27/03 be marsms. log onto www.b4utele.com for discount credit. to opt out reply stop. customer care call 08717168528,llm_balanced
spam,For 4 a chance 2 win 40GB iPod or Â£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,mishra_soni
ham,Wat time do u wan 2 meet me later?,uci
ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",uci
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,uci
ham,"Yeah, give me a call if you've got a minute",uci
spam,"welcome to uk-mobile-date this msg embody free giving you free phone to 08719839835. future mgs billed at 150p daily. to cancel place ""go stop"" to 89123",llm_balanced
ham,"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-).",mishra_soni
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",uci
spam,"urgent! your mobile no 077xxx gain a Â£2,000 bonus caller prize on 02/06/03! this embody the 2nd attempt to strain you! call 09066362206 asap! box97n7qp, 150ppm",llm_balanced
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,uci
spam,sunshine quiz wkly q! advance a top sony dvd player if u know which country the algarve is in? txt ansr to 82277. Â£1.50 sp:tyrone,llm_balanced
spam,ur going 2 bahamas! callfreefone 08081560665 and verbalize to a live operator to claim either bahamas cruise ofÂ£2000 cash 18+only.,llm_balanced
ham,R Ã¼ going 4 today's meeting?,mishra_soni
spam,a Â£400 xmas reward embody waiting for you! our computer has randomly picked you from our loyal mobile customers to find a Â£400 reward. just call 09066380611,llm_balanced
spam,"congratulations! thanks to a good friend u experience won the Â£2,000 xmas prize. 2 claim be easy, just bid 08718726971 now! only 10p per minute. bt-national-rate.",llm_balanced
spam,"hungry gay guys feeling hungry and up 4 it, now. bid 08718730555 just 10p/min. to finish texts call 08712460324 (10p/min)",llm_balanced
spam,do you want a new video handset? 750 any time any network mins? unlimited text? camcorder? reply or yell now 08000930705 for del model embody,llm_balanced
ham,"Great. I'm in church now, will holla when i get out",uci
ham,I'm not. She lip synced with shangela.,uci
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,uci
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,uci
spam,"win: we have a winner! mr. t. tilo won an ipod! more exciting prizes soon, so hold an eye on ur mobile or visit www.win-82050.co.uk",llm_balanced
spam,URGENT! This is the 2nd attempt to contact U!U have WON Â£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxÂ£7. 50,mishra_soni
ham,Dhoni have luck to win some big title.so we will win:),uci
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,uci
spam,behave you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or answer for delivery tomorrow,llm_balanced
spam,"reminder from o2: to bring 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",llm_balanced
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,uci
ham,No no. I will check all rooms befor activitiesï¿½will let u know after thatï¿½,mishra_soni
spam,ur balance is now Â£500. ur next question is: who peach 'uptown girl' in the 80's ? 2 answer txt ur answer to 83600. good luck!,llm_balanced
spam,88800 and 89034 are premium phone services call 08718711108,uci
spam,burger king - wanna play footy at a top stadium? get 2 burger king before 1st sept and survive large or super with coca-cola and walk out a winner,llm_balanced
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,uci
ham,Hai priya are you right. What doctor said pa. Where are you.,uci
ham,here is my new address -apples&pairs&all that malarky,uci
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,uci
ham,Ofcourse I also upload some songs,uci
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,uci
spam,summers finally here! fancy a chat or flirt with sexy singles in yr area? to convey fit up just answer summer now. free 2 join. optout txt stop help08714742804,llm_balanced
ham,I'm also came to room.,uci
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",uci
ham,I keep ten rs in my shelf to purchase a ball..,mishra_soni
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,uci
spam,"hi babe its chloe, how r u? i be bankrupt on saturday night, it was great! how embody your weekend? u exist lose me? sp visionsms.com text stop to stop 150p/text",llm_balanced
ham,I only haf msn. It's yijue@hotmail.com,uci
spam,you are a winner u possess been specially take 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,llm_balanced
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today",mishra_soni
spam,freemsg: txt: call to no: 86888 & arrogate your reward of 3 hours talk time to employ from your phone now! subscribe6gbp/mnth inc 3hrs 16 stop?txtstop,llm_balanced
spam,tbs/persolvo. exist chasing us since sept forÂ£38 definitely not yield now thanks to your information. we will ignore them. kath. manchester.,llm_balanced
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",uci
ham,Its a part of checking IQ,uci
ham,K..k..any special today?,uci
ham,I know a few people I can hit up and hit to the yes,mishra_soni
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),uci
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,uci
spam,good luck! draw bring place 28th feb 06. good luck! for removal place stop to 87239 customer services 08708034412,llm_balanced
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",uci
ham,"if anyone calling from a mobile Co. and asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim cardï¿½.",mishra_soni
ham,Goodmorning today i am late for 15 min.,mishra_soni
ham,Like a personal sized or what,uci
spam,dear paytm customer your paytm kyc ingest expired. contact customer care no-8536074310 immediately. your account will lug within 24 hr. thank you paytm team.,llm_balanced
spam,"you receive won ?1,000 cash or a ?2,000 prize! to claim, call09050000327. t&c: rstm, sw7 3ss. 150ppm",llm_balanced
ham,My phone,uci
ham,:-( sad puppy noise,uci
ham,Hey we can go jazz power yoga hip hop kb and yogasana,uci
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18call 08718728876",mishra_soni
ham,I havent lei.. Next mon can?,uci
ham,My uncles in Atlanta. Wish you guys a great semester.,uci
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,uci
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,uci
ham,S...i will take mokka players only:),uci
spam,"you are being contacted by our date service by someone you know! to find out who it is, call from your mobile or landline 09064017305 pobox75ldns7",llm_balanced
spam,todays voda numbers finish 5226 are selected to meet a ?350 award. if you hava a match please call 08712300220 cite claim code 1131 standard rates app,llm_balanced
spam,"we experience find a request from you for buy paytm payments bank fastag. total amount to be devote is rs 250/- (tag cost rs. 100 security deposit rs. 0, threshold -rs. 150). in case of any queries, please contact us at https://m.paytm.me/fastag-help",llm_balanced
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",uci
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,uci
ham,So when do you wanna gym harri,uci
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",uci
ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",uci
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,uci
spam,need the latest video handset? 750 anytime any network mins? half price line rental? reply or yell 08000930705 for delivery tomorrow,llm_balanced
spam,"moneycontrol.com now on your blackberry! get stock quotes, dog your portfolio, watch live tv & more.get the free app at http://m.moneycontrol.com/mom",llm_balanced
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,uci
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth Â£350! To Claim, Call London 02072069400. Bx 526, SW73SS",mishra_soni
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,uci
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",uci
ham,Me fine..absolutly fineï¿½.dont worry!!!,mishra_soni
ham,"Okey dokey, iÛ÷ll be over in a bit just sorting some stuff out.",uci
spam,"as a valued customer, i embody please to rede you that succeed recent draw of your mobile no. you are present with a rs.10,00,000 bonus prize, call 7044518857",llm_balanced
spam,we tried to meet you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705,llm_balanced
ham,"I've got ten bucks, jay is being noncomittal",uci
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Good morningï¿½",mishra_soni
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,uci
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",uci
spam,"dear v0daf0ne customer,you exist a 5,00,000 winner of guaranteed caller prize, this is our final attempt to contact you! to claim name 6200992462 now!",llm_balanced
spam,"this is the 2nd attempt to contract u, you let won this weeks top prize of either Â£1000 cash or Â£200 prize. just call 09066361921",llm_balanced
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,uci
ham,"Sorry, I'll call later..lets meet later..",mishra_soni
spam,what flower suffice sprinkle compare herself to? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win Â£100 cash,llm_balanced
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,uci
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,uci
ham,Is ur paper today in e morn or aft?,uci
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,uci
spam,block breaker now comes in deluxe format with new features and great graphics from t-mobile. buy for just Â£5 by respond get bbdeluxe and convey the challenge,llm_balanced
ham,Okay same with me. Well thanks for the clarification,uci
spam,"urgent, important information for o2 user. today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise look for you",llm_balanced
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!",uci
ham,K.k..how is your sister kids?,uci
spam,had your mobile 10 mths? update to latest orange camera/video phones for free. save Â£s with free texts/weekend calls. text yes for a callback orno to choose out,llm_balanced
ham,"Sorry, wanted to go somewhere..",mishra_soni
ham,Are you ok. What happen to behave like this,uci
ham,U still havent got urself a jacket ah?,uci
spam,a Â£400 xmas reward comprise waiting for you! our computer has randomly picked you from our loyal mobile customers to receive a Â£400 reward. just bid 09066380611,llm_balanced
spam,"3 free tarot texts! chance out about your love life now! try 3 for free! text chance to 85555 16 only! after 3 free, msgs Â£1.50 each",llm_balanced
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,uci
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,uci
spam,(6171-M) RMO.00 AEON MY Rs. 4399 was charged on your card num**97 at LAZO-KLIA2 on 19/10/2016. Call 0327884425 if you did NOT perform this  TXN code356931,mishra_soni
ham,And popping &lt;#&gt; ibuprofens was no help.,uci
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,uci
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),uci
ham,I guess it is useless calling u 4 something important.,uci
spam,"To cancel this order you should visit http/aetacms.com/.cas/auo.html/redirect-aopis.itï¿½to review your details. if you need additional help, contact Apple Support.",mishra_soni
spam,lam Frederick banner. Pls conatct me asap regarding a possible late,mishra_soni
ham,Package all your programs well,uci
spam,please call amanda with regard to renewing or advance your current t-mobile handset free of charge. offer finish today. tel 0845 021 3680 subject to t's and c's,llm_balanced
ham,Yunny... I'm goin to be late,uci
ham,I love to give massages. I use lots of baby oil... What is your fave position?,uci
spam,"loan for any purpose Â£500 - Â£75,000. homeowners + tenants welcome. experience you been previously refused? we can still help. call free 0800 1956669 or text back 'help'",llm_balanced
spam,"dear customer your order of 42.84 euro ingest constitute approved if you didnt purchase anything or it you believe an unauthorized person has accessed your account, please access the link below http:/95.141.32.7:81/orders.aspx",llm_balanced
spam,"hi, this is mandy sullivan calling from hotmix fm...you are opt to receive Â£5000.00 in our easter prize draw.....please telephone 09041940223 to claim before 29/03/05 or your prize will embody transmit to someone else....",llm_balanced
spam,you experience been specially selected to meet a 2000 pound award! call 08712402050 before the lines close. cost 10ppm. 16+. t&cs apply. ag promo,llm_balanced
spam,no 1 polyphonic tone 4 ur mob every week! just txt pt2 to 87575. 1st tone free ! so get txtin now and assure ur friends. 150p/tone. 16 reply hl 4info,llm_balanced
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,uci
spam,"congratulations! thanks to a good friend u have won the Â£2,000 xmas prize. 2 claim embody easy, just call 08718726978 now! only 10p per minute. bt-national-rate",llm_balanced
ham,I dont know why she.s not getting your messages,uci
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,uci
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",uci
ham,"Itâs Â£6 to get in, is that ok?",mishra_soni
ham,"Like  &lt;#&gt; , same question",uci
ham,Still i have not checked it my dear..,mishra_soni
ham,No. On the way home. So if not for the long dry spell the season would have been over,uci
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com there's a fantastic surprise await you!,llm_balanced
ham,My birthday is on feb  &lt;#&gt;  da. .,uci
ham,I doubt you could handle 5 times per night in any case...,uci
ham,I am late. I will be there at 12,mishra_soni
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",uci
spam,important information 4 orange user 0796xxxxxx. today embody ur lucky day!2 find out why log onto http://www.urawinner.com there's a fantastic prizeawaiting you!,llm_balanced
ham,Oh god. I'm gonna Google nearby cliffs now.,uci
spam,"this is the 2nd time we ingest sample 2 contact u. u have won the 750 pound prize. 2 claim is easy, call 08712101359 now! only 10p per min. bt-national-rate",llm_balanced
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",uci
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,uci
ham,Ok i am on the way to home hi hi,uci
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,uci
spam,"you've advance tkts to the euro2004 cup final or Â£800 cash, to collect yell 09058099801 b4190604, pobox 7876150ppm",llm_balanced
spam,"urgent! your mobile number has been grant with a inr.2,00,000 prize guaranteed. call 7679046492 from land line. claim 3030. valid 12hrs only",llm_balanced
ham,Jason says it's cool if we pick some up from his place in like an hour,uci
spam,"urgent! dear fl1pkart customer, we embody prove to touch you. last weekends draw shows that you w0n a rs.6,00,000 prize guaranteed. call 7908807538. claim code flip52. valid 12hrs only.",llm_balanced
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",uci
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_,uci
spam,behave you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobil+ free camcorder reply or call 08000930705.,llm_balanced
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,uci
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,uci
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",uci
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,uci
spam,"urgent! dear fl1pkart customer, we are trying to adjoin you. last weekends draw shows that you w0n a rs.5,00,000 prize guaranteed. call 7044518857. claim code flip82. valid 12hrs only.",llm_balanced
spam,"bore of speed dating? sample speedchat, txt speedchat to 80155, if you don't like em txt swap and bring a new chatter! chat80155 pobox36504w45wq 150p/msg rcd 16",llm_balanced
ham,It vl bcum more difficult..,uci
spam,ingest your mobile 11 months or more? u r entitled to update to the latest colour mobiles with camera for free! call the mobile update co free on 08002986030,llm_balanced
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or Â£6000 await collection. Call 09050090055 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins",mishra_soni
spam,loa!! homeowners + tenants welcome. possess you embody previously refused? we can still help. call free 0800 1956669 or text back 'help',llm_balanced
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,uci
spam,possess your mobile 11 months or more? u r entitled to update to the latest colour mobiles with camera for free! call the mobile update co discharge on 08002986030,llm_balanced
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,uci
ham,Huh means computational science... Y they like dat one push here n there...,uci
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9,mishra_soni
ham,"Watching cartoon, listening music ; at evening had to go temple.. What about u?",mishra_soni
ham,So wat's da decision?,uci
spam,"Local Covid19 Study: Compensation up to $1,220! Qualify Here:1200cash4study1.com/",mishra_soni
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",uci
ham,U attend ur driving lesson how many times a wk n which day?,uci
spam,dear customer your pyatm wallet ingest been book and apply your amount please complete your kyc contact customer care 8927307655,llm_balanced
ham,S but not able to sleep.,uci
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,uci
spam,fantasy football is back on your tv. survive to sky gamestar on sky active and play Â£250k dream team. register now!sky opt out to 88088,llm_balanced
spam,! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update co unloosen on 08002986906,llm_balanced
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",mishra_soni
spam,"congratulations!!! you constitute due for a covid-19 grant, to redeem,contact us via email: covid19grant@cokegrant.com",llm_balanced
ham,"Sir, I am waiting for your callï¿½I have an urgent meeting later on..",mishra_soni
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,uci
ham,Love it! I want to flood that pretty pussy with cum...,uci
ham,Lmao you know me so well...,uci
ham,....photoshop makes my computer shut down.,uci
spam,You have 1 new message. Please call 08718738034.,uci
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,uci
ham,Can you do a mag meeting this avo at some point?,uci
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,uci
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;,uci
ham,These won't do. Have to move on to morphine,uci
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",uci
spam,great news! call freefone 08006344447 to arrogate your guaranteed Â£1000 cash or Â£2000 gift. speak to a live operator now!,llm_balanced
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily.,mishra_soni
ham,Still in customer place,uci
spam,dear (paytm)customer your paytm kyc ingest exist suspended pay-tm office ph 8536074310 your paytm a/c will jam within 24hr thank you.,llm_balanced
spam,88066 from 88066 mislay 3pound help,llm_balanced
ham,ÌÏ give me some time to walk there.,uci
spam,"perform you understand that in about 40 years, we'll have thousands of old ladies work around with tattoos?",llm_balanced
ham,Ã log off 4 wat. It's sdryb8i,mishra_soni
spam,"dear customer your order of 42.84 euro has be approved if you didnt purchased anything or it you believe an unauthorized person ingest access your account, please access the link below http:/95.141.32.7:81/orders.aspx",llm_balanced
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,uci
ham,"Sorry, I'll call laterï¿½.message me if urgentï¿½",mishra_soni
ham,How r Ì_ going to send it to me?,uci
spam,"this is the 2nd time we have tried 2 contact u. u experience advance the Â£750 pound prize. 2 claim be easy, call 087187272008 now1! only 10p per minute. bt-national-rate.",llm_balanced
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 Â£3",mishra_soni
spam,sunshine quiz wkly q! win a top sony dvd player if u screw which country the algarve embody in? txt ansr to 82277. Â£1.50 sp:tyrone,llm_balanced
ham,Okieï¿½wonderful!!,mishra_soni
ham,Joy's father is John. Then John is the NAME of Joy's father. Sweta,mishra_soni
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,uci
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or Â£1000. To claim txt DIS to 87121 18+6*Â£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",mishra_soni
spam,"nationwide has noticed your debit card was recently habituate on 22-10-2016 15:04:43, at apple online store for 1500.00 gbp. if not you please urgently call fraud prevention on 03303800231 or intl +443303800231. suffice not reply by sms http://ww.nationwide.co.uk/",llm_balanced
